Penal Code,Crime,Weapon Used,Age,Gender,Cognizable,Time,Date,Location,FIR Launched by
326A,Voluntarily causing grievous hurt by use of acid,acid,20,Male,FALSE,23:58,27/3/2022,Sukhsagar Nagar,Arijit
510,Misconduct in public by a drunken person,,52,Male,FALSE,19:46,21/7/2021,Bibwewadi Gavthan,Rohit
410,Stolen property,,28,Male,FALSE,9:28,3/6/2023,Khau Gali,Anand
375,Rape,,50,Female,TRUE,19:47,19/10/2021,Sukhsagar Nagar,Divya
304A,Causing of death by negligence,,72,Male,FALSE,4:35,10/5/2023,Sukhsagar Nagar,Neeraj
391,Dacoity,,69,Male,FALSE,2:04,13/2/2022,Chintamani III,Vineet
510,Misconduct in public by a drunken person,,61,Male,FALSE,19:40,21/11/2021,Sukhsagar Nagar,Ramesh
304B,Dowry death,,55,Female,TRUE,22:45,18/8/2023,Bibwewadi Gavthan,Meena
375,Rape,,63,Female,TRUE,15:54,30/8/2020,Khau Gali,Kiran
463,Forgery,,16,Female,FALSE,12:49,9/1/2023,Dolphin Chowk,
391,Dacoity,,21,Male,FALSE,11:33,1/7/2023,Mahesh Society,Lakshay
390,Robbery,gun,70,Male,TRUE,11:01,27/8/2023,Chintamani II,Prem
415,Cheating,,54,Male,FALSE,19:49,21/11/2020,Sukhsagar Nagar,Aslam
375,Rape,,25,Female,TRUE,0:55,12/11/2022,Sukhsagar Nagar,Rashmi
396,"Dacoity,Murder",ropes,68,Male,TRUE,3:01,30/12/2021,Shani Mandir,Ramesh
391,Dacoity,,49,Male,FALSE,5:18,16/6/2020,Bibwewadi Gavthan,Suresh
390,Robbery,ropes,73,Male,TRUE,18:22,4/2/2023,Chintamani I,Prasad
391,Dacoity,,16,Male,FALSE,8:21,10/12/2021,Chintamani II,
445,House-breaking,hammer,16,Male,TRUE,16:22,4/10/2022,Chintamani II,
410,Stolen property,,65,Male,FALSE,20:43,27/10/2021,Chintamani III,Navjot
300,Murder,ropes,17,Male,TRUE,16:51,1/9/2021,Chintamani I,
312,Causing Miscarriage,,23,Female,FALSE,11:48,16/9/2021,Bibwewadi Gavthan,Suman
359,Kidnapping,ropes,33,Male,TRUE,0:35,18/10/2022,Chintamani I,Suresh
425,Mischief,,66,Male,FALSE,15:29,6/11/2022,Chintamani III,Sachin
442,House-trespass,,17,Male,FALSE,7:58,3/4/2023,Chintamani III,
310,Thug ,ropes,47,Male,TRUE,0:03,8/8/2020,Shani Mandir,Neeraj
326A,Voluntarily causing grievous hurt by use of acid,acid,16,Male,TRUE,9:14,7/12/2021,Katraj,
354A,Sexual harassment,,44,Female,FALSE,6:33,8/10/2020,Bibwewadi Gavthan,Kavita
510,Misconduct in public by a drunken person,,64,Male,FALSE,1:05,10/3/2021,Swargate,Om
337,Causing hurt by act endangering life or personal safety of other,gun,60,Male,TRUE,10:28,31/10/2020,City Pride,Navjot
391,Dacoity,,22,Male,FALSE,2:31,30/4/2022,Chintamani III,Sujal
375,Rape,,65,Female,TRUE,0:52,6/4/2023,Shani Mandir,Kavita
354D,Stalking,,16,Female,FALSE,12:43,16/10/2022,Mahesh Society,
415,Cheating,,51,Male,FALSE,15:10,1/3/2023,Chintamani I,Atharva
396,"Dacoity,Murder",ropes,50,Male,TRUE,0:06,16/7/2023,Dolphin Chowk,Vaibhav
445,House-breaking,rod,17,Male,TRUE,9:38,30/4/2022,Bibwewadi Gavthan,
300,Murder,gun,73,Male,TRUE,8:21,16/6/2023,KK Market,Anand
410,Stolen property,,65,Male,FALSE,10:21,26/8/2022,Khau Gali,Mahendra
354A,Sexual harassment,,64,Female,FALSE,21:49,28/9/2023,Dolphin Chowk,Kajal
383,Extortion,ropes,57,Male,TRUE,3:03,16/10/2020,Chintamani II,Neeraj
390,Robbery,knife,54,Male,TRUE,16:29,4/7/2023,KK Market,Arijit
464,Making a false document,,22,Male,FALSE,1:14,28/12/2023,Swargate,Abhay
510,Misconduct in public by a drunken person,,69,Male,FALSE,19:33,20/3/2023,Chintamani III,Atif
312,Causing Miscarriage,,55,Female,FALSE,23:04,8/11/2022,Katraj,Sonia
383,Extortion,ropes,37,Male,TRUE,14:40,28/5/2020,Sukhsagar Nagar,Vaibhav
463,Forgery,,54,Male,FALSE,4:55,14/4/2021,Shani Mandir,Sujal
337,Causing hurt by act endangering life or personal safety of other,knife,61,Male,TRUE,12:03,20/2/2020,KK Market,Soham
378,Theft,,48,Male,TRUE,14:23,29/6/2022,Chintamani II,Suresh
337,Causing hurt by act endangering life or personal safety of other,ropes,62,Male,TRUE,21:53,17/4/2020,Dolphin Chowk,Vaibhav
300,Murder,ropes,37,Male,TRUE,18:48,7/11/2022,Chintamani II,Abhay
497,Adultery,,29,Male,FALSE,22:17,1/7/2022,City Pride,Vineet
359,Kidnapping,ropes,67,Male,TRUE,8:00,2/6/2021,Katraj,Debashish
464,Making a false document,,51,Male,FALSE,23:41,23/12/2021,Katraj,Dheeraj
354A,Sexual harassment,,48,Female,FALSE,15:52,19/2/2021,Katraj,Shweta
312,Causing Miscarriage,,38,Female,FALSE,12:00,26/12/2023,Sukhsagar Nagar,Divya
510,Misconduct in public by a drunken person,,25,Male,FALSE,9:23,28/3/2023,Khau Gali,Prem
391,Dacoity,,50,Male,FALSE,8:46,30/3/2022,Khau Gali,Vaibhav
375,Rape,,48,Female,TRUE,18:30,27/5/2021,Chintamani III,Riya
326A,Voluntarily causing grievous hurt by use of acid,acid,46,Male,TRUE,16:03,7/11/2021,Sukhsagar Nagar,Anand
337,Causing hurt by act endangering life or personal safety of other,knife,25,Male,TRUE,17:03,1/4/2020,Mahesh Society,Navjot
326A,Voluntarily causing grievous hurt by use of acid,acid,53,Male,TRUE,17:59,7/7/2022,Sukhsagar Nagar,Shantanu
497,Adultery,,33,Male,FALSE,16:48,26/11/2022,Dolphin Chowk,Virat
337,Causing hurt by act endangering life or personal safety of other,gun,47,Male,TRUE,1:23,31/1/2022,Chintamani III,Milind
304A,Causing of death by negligence,,28,Male,FALSE,12:45,29/11/2022,Chintamani I,Mahendra
326A,Voluntarily causing grievous hurt by use of acid,acid,35,Male,FALSE,5:10,10/1/2023,Chintamani III,Vaibhav
464,Making a false document,,74,Male,FALSE,11:56,5/10/2022,Mahesh Society,Riyan
298,Uttering words with deliberate intent to wound religious feelings,,52,Male,FALSE,10:18,26/11/2021,Swargate,Mustufa
354A,Sexual harassment,,62,Female,FALSE,1:10,27/12/2022,Swargate,Rani
354A,Sexual harassment,,26,Female,FALSE,8:21,1/8/2022,Bibwewadi Gavthan,Kajal
310,Thug ,ropes,50,Male,TRUE,11:15,23/12/2022,KK Market,Rohit
354A,Sexual harassment,,21,Female,FALSE,15:27,24/12/2021,Khau Gali,Priya
304B,Dowry death,,57,Female,TRUE,4:40,18/5/2020,KK Market,Meena
300,Murder,ropes,32,Male,TRUE,16:34,10/8/2020,Mahesh Society,Amar
383,Extortion,gun,45,Male,TRUE,5:05,8/4/2020,Bibwewadi Gavthan,Lakshay
304A,Causing of death by negligence,,73,Male,FALSE,17:25,24/8/2021,Sukhsagar Nagar,Sachin
410,Stolen property,,54,Male,FALSE,20:12,18/11/2020,Katraj,Sameer
410,Stolen property,,49,Male,FALSE,22:39,4/8/2020,Dolphin Chowk,Suresh
304B,Dowry death,,46,Female,TRUE,21:15,6/7/2021,Dolphin Chowk,Rani
310,Thug ,knife,63,Male,TRUE,3:59,14/5/2022,Chintamani III,Atif
425,Mischief,,18,Male,FALSE,11:37,21/1/2023,City Pride,
464,Making a false document,,50,Male,FALSE,8:32,31/7/2020,Dolphin Chowk,Arijit
354D,Stalking,,57,Female,FALSE,0:31,12/10/2021,Katraj,Pooja
463,Forgery,,64,Male,FALSE,5:45,23/12/2023,Chintamani III,Vineet
378,Theft,,57,Male,TRUE,11:38,28/10/2021,City Pride,Mustufa
359,Kidnapping,gun,71,Male,TRUE,23:26,17/1/2023,KK Market,Mustufa
354A,Sexual harassment,,40,Female,FALSE,20:13,5/4/2020,Swargate,Meena
463,Forgery,,73,Male,FALSE,20:56,22/1/2022,Shani Mandir,Vineet
378,Theft,,17,Male,TRUE,6:17,2/5/2021,Chintamani III,
337,Causing hurt by act endangering life or personal safety of other,knife,61,Male,TRUE,9:25,8/9/2020,Mahesh Society,Vaibhav
497,Adultery,,58,Male,FALSE,14:43,13/6/2021,Shani Mandir,Navjot
445,House-breaking,stones,20,Male,TRUE,12:34,1/12/2021,Dolphin Chowk,Atif
425,Mischief,,16,Male,FALSE,11:49,25/8/2020,Swargate,
298,Uttering words with deliberate intent to wound religious feelings,,21,Male,FALSE,13:54,3/4/2022,Chintamani I,Prem
326A,Voluntarily causing grievous hurt by use of acid,acid,22,Male,FALSE,1:16,6/10/2022,Katraj,Neeraj
354A,Sexual harassment,,39,Female,FALSE,21:23,18/5/2023,Chintamani II,Neha
312,Causing Miscarriage,,70,Female,FALSE,12:40,5/3/2023,Chintamani II,Divya
464,Making a false document,,62,Male,FALSE,17:53,13/1/2021,Sukhsagar Nagar,Suresh
463,Forgery,,74,Male,FALSE,14:57,30/8/2021,Chintamani III,Vineet
354A,Sexual harassment,,34,Female,FALSE,2:14,31/7/2022,KK Market,Smita
464,Making a false document,,47,Male,FALSE,7:07,3/7/2023,Khau Gali,Ramesh
410,Stolen property,,52,Male,FALSE,8:08,24/3/2020,Chintamani I,Atif
310,Thug ,knife,47,Male,TRUE,23:51,3/2/2021,Chintamani II,Vineet
359,Kidnapping,gun,74,Male,TRUE,19:18,15/3/2021,Shani Mandir,Abhay
497,Adultery,,39,Male,FALSE,16:19,1/9/2021,Shani Mandir,Arijit
337,Causing hurt by act endangering life or personal safety of other,gun,22,Male,TRUE,14:05,29/12/2020,City Pride,Sachin
359,Kidnapping,gun,34,Male,TRUE,13:09,28/4/2023,Khau Gali,Ajit
425,Mischief,,37,Male,FALSE,22:46,6/11/2020,Katraj,Abdul
300,Murder,knife,20,Male,TRUE,4:46,10/5/2021,Swargate,Sunil
396,"Dacoity,Murder",knife,22,Male,TRUE,9:19,22/11/2020,Chintamani I,Ajit
497,Adultery,,70,Male,FALSE,8:07,25/12/2020,Sukhsagar Nagar,Riyan
298,Uttering words with deliberate intent to wound religious feelings,,20,Male,FALSE,21:22,15/6/2021,Bibwewadi Gavthan,Sunil
378,Theft,,38,Male,TRUE,2:43,25/8/2022,City Pride,Abhay
337,Causing hurt by act endangering life or personal safety of other,ropes,32,Male,TRUE,1:43,13/4/2021,Chintamani II,Abdul
298,Uttering words with deliberate intent to wound religious feelings,,20,Male,FALSE,5:34,5/1/2021,Chintamani I,Prasad
415,Cheating,,46,Male,FALSE,20:25,13/1/2020,Bibwewadi Gavthan,Riyan
354D,Stalking,,45,Female,FALSE,3:05,24/4/2022,Chintamani II,Suman
383,Extortion,gun,71,Male,TRUE,3:25,30/10/2023,Chintamani III,Atif
396,"Dacoity,Murder",ropes,28,Male,TRUE,19:01,23/10/2023,Bibwewadi Gavthan,Navjot
383,Extortion,gun,74,Male,TRUE,2:33,14/12/2021,City Pride,Shantanu
378,Theft,,41,Male,TRUE,9:10,26/9/2021,Bibwewadi Gavthan,Neeraj
310,Thug ,knife,73,Male,TRUE,11:15,13/11/2023,KK Market,Virat
378,Theft,,32,Male,TRUE,7:09,1/11/2021,Sukhsagar Nagar,Arijit
378,Theft,,48,Male,TRUE,18:34,2/5/2020,Bibwewadi Gavthan,Ajit
396,"Dacoity,Murder",ropes,33,Male,TRUE,7:07,16/3/2022,Mahesh Society,Kailash
376B,Sexual intercourse by husband upon his wife during separation,,23,Male,FALSE,3:10,26/6/2022,Sukhsagar Nagar,Prasad
464,Making a false document,,64,Male,FALSE,15:44,22/5/2022,Chintamani III,Dheeraj
304B,Dowry death,,63,Female,TRUE,5:11,25/1/2023,Sukhsagar Nagar,Smita
410,Stolen property,,23,Male,FALSE,22:13,10/11/2020,KK Market,Riyan
390,Robbery,gun,32,Male,TRUE,19:29,25/1/2022,Katraj,Dheeraj
442,House-trespass,,28,Male,FALSE,18:04,11/2/2020,Mahesh Society,Prem
383,Extortion,ropes,26,Male,TRUE,22:49,4/7/2021,City Pride,Arijit
359,Kidnapping,ropes,59,Male,TRUE,4:49,18/7/2022,Mahesh Society,Shantanu
442,House-trespass,,28,Male,FALSE,17:13,30/9/2023,Chintamani I,Milind
298,Uttering words with deliberate intent to wound religious feelings,,39,Male,FALSE,22:26,8/1/2023,Sukhsagar Nagar,Riyan
354D,Stalking,,26,Female,FALSE,3:10,19/9/2023,Chintamani II,Smita
442,House-trespass,,28,Male,FALSE,1:51,13/11/2020,Chintamani II,Kailash
378,Theft,,68,Male,TRUE,10:23,15/4/2022,Dolphin Chowk,Parthiv
390,Robbery,gun,61,Male,TRUE,17:16,20/12/2022,City Pride,Shantanu
298,Uttering words with deliberate intent to wound religious feelings,,73,Male,FALSE,8:39,8/2/2021,Chintamani II,Sameer
464,Making a false document,,54,Male,FALSE,20:02,14/1/2020,City Pride,Rohit
410,Stolen property,,41,Male,FALSE,6:10,2/5/2023,Bibwewadi Gavthan,Atharva
354A,Sexual harassment,,59,Female,FALSE,13:33,27/1/2023,Swargate,Rashmi
375,Rape,,24,Female,TRUE,9:34,2/2/2022,Swargate,Sonia
298,Uttering words with deliberate intent to wound religious feelings,,33,Male,FALSE,19:47,24/4/2020,Chintamani II,Sujoy
410,Stolen property,,27,Male,FALSE,23:27,8/1/2022,Khau Gali,Milind
310,Thug ,ropes,35,Male,TRUE,16:23,26/10/2022,City Pride,Prasad
445,House-breaking,hockey stick,16,Male,TRUE,16:08,1/1/2021,City Pride,
391,Dacoity,,30,Male,FALSE,0:40,5/6/2023,Shani Mandir,Sujal
354D,Stalking,,38,Female,FALSE,8:19,5/9/2023,Sukhsagar Nagar,Shweta
510,Misconduct in public by a drunken person,,65,Male,FALSE,16:37,16/12/2022,Chintamani II,Ajit
391,Dacoity,,35,Male,FALSE,6:38,19/3/2022,Chintamani II,Atif
337,Causing hurt by act endangering life or personal safety of other,knife,37,Male,TRUE,1:40,10/12/2023,City Pride,Sujal
442,House-trespass,,51,Male,FALSE,0:50,21/7/2022,Katraj,Navjot
390,Robbery,knife,66,Male,TRUE,8:10,9/7/2021,Swargate,Navjot
354A,Sexual harassment,,38,Female,FALSE,14:15,12/8/2021,Chintamani II,Kajal
510,Misconduct in public by a drunken person,,56,Male,FALSE,18:40,27/1/2021,KK Market,Abdul
337,Causing hurt by act endangering life or personal safety of other,gun,34,Male,TRUE,9:20,20/4/2023,Khau Gali,Arya
378,Theft,,19,Male,TRUE,19:12,25/4/2020,Swargate,Parthiv
425,Mischief,,50,Male,FALSE,16:35,6/9/2023,KK Market,Sujal
464,Making a false document,,55,Male,FALSE,7:48,19/6/2022,Shani Mandir,Ramesh
300,Murder,ropes,43,Male,TRUE,13:15,27/5/2020,Sukhsagar Nagar,Riyan
375,Rape,,41,Female,TRUE,20:04,12/5/2022,Dolphin Chowk,Mona
354D,Stalking,,62,Female,FALSE,2:49,12/4/2023,Katraj,Divya
310,Thug ,knife,60,Male,TRUE,15:05,21/10/2021,Sukhsagar Nagar,Kailash
337,Causing hurt by act endangering life or personal safety of other,gun,32,Male,TRUE,0:46,18/12/2021,Mahesh Society,Om
445,House-breaking,hammer,27,Male,TRUE,21:57,26/1/2022,KK Market,Milind
464,Making a false document,,70,Male,FALSE,10:49,12/5/2021,Khau Gali,Arijit
304A,Causing of death by negligence,,69,Male,FALSE,21:27,2/3/2023,Katraj,Shantanu
304A,Causing of death by negligence,,36,Male,FALSE,22:04,31/11/2021,KK Market,Arijit
396,"Dacoity,Murder",ropes,16,Male,TRUE,9:09,16/2/2023,Sukhsagar Nagar,
378,Theft,,47,Male,TRUE,9:56,25/6/2023,Dolphin Chowk,Atharva
310,Thug ,ropes,41,Male,TRUE,4:52,10/12/2022,Khau Gali,Rohit
383,Extortion,knife,40,Male,TRUE,8:27,25/10/2021,Khau Gali,Milind
464,Making a false document,,57,Male,FALSE,12:16,21/11/2022,Shani Mandir,Rohit
312,Causing Miscarriage,,17,Male,FALSE,7:39,31/3/2020,City Pride,
298,Uttering words with deliberate intent to wound religious feelings,,66,Male,FALSE,20:36,1/9/2020,Shani Mandir,Om
497,Adultery,,33,Male,FALSE,6:18,23/8/2023,Mahesh Society,Sunil
410,Stolen property,,45,Male,FALSE,14:48,6/10/2021,Bibwewadi Gavthan,Arijit
391,Dacoity,,31,Male,FALSE,9:04,24/5/2020,KK Market,Abhay
396,"Dacoity,Murder",knife,71,Male,TRUE,17:25,7/12/2023,City Pride,Prasad
375,Rape,,40,Female,TRUE,1:33,20/8/2022,KK Market,Shweta
383,Extortion,ropes,57,Male,TRUE,3:45,6/8/2021,Chintamani I,Vaibhav
354D,Stalking,,41,Female,FALSE,16:38,22/5/2020,City Pride,Kajal
312,Causing Miscarriage,,16,Female,FALSE,3:29,5/11/2023,Chintamani II,
312,Causing Miscarriage,,63,Female,FALSE,12:49,4/8/2021,Sukhsagar Nagar,Neha
312,Causing Miscarriage,,23,Female,FALSE,3:13,2/1/2021,City Pride,Kajal
359,Kidnapping,gun,68,Male,TRUE,9:32,28/1/2023,Chintamani III,Anand
383,Extortion,gun,48,Male,TRUE,21:33,6/12/2023,Chintamani II,Aslam
354A,Sexual harassment,,23,Female,FALSE,10:04,7/11/2021,Khau Gali,Shweta
298,Uttering words with deliberate intent to wound religious feelings,,54,Male,FALSE,9:06,30/7/2021,KK Market,Anand
376B,Sexual intercourse by husband upon his wife during separation,,21,Male,FALSE,21:08,22/1/2021,KK Market,Vineet
354D,Stalking,,41,Female,FALSE,15:50,5/6/2020,Sukhsagar Nagar,Tina
415,Cheating,,30,Male,FALSE,20:31,16/6/2021,Bibwewadi Gavthan,Om
326A,Voluntarily causing grievous hurt by use of acid,acid,28,Male,FALSE,0:31,27/4/2021,Swargate,Sunil
497,Adultery,,74,Male,FALSE,18:59,1/7/2022,Chintamani II,Amar
298,Uttering words with deliberate intent to wound religious feelings,,69,Male,FALSE,7:05,31/5/2020,Dolphin Chowk,Vineet
510,Misconduct in public by a drunken person,,26,Male,FALSE,17:24,29/8/2021,Chintamani III,Sunil
497,Adultery,,33,Male,FALSE,23:48,6/4/2021,Swargate,Mustufa
425,Mischief,,33,Male,FALSE,7:13,15/9/2021,Shani Mandir,Suresh
464,Making a false document,,45,Male,FALSE,0:01,26/2/2023,Chintamani III,Mahendra
497,Adultery,,39,Male,FALSE,3:08,19/8/2020,KK Market,Parthiv
298,Uttering words with deliberate intent to wound religious feelings,,65,Male,FALSE,17:23,9/1/2021,Khau Gali,Mahendra
410,Stolen property,,64,Male,FALSE,3:54,12/10/2022,Mahesh Society,Abdul
396,"Dacoity,Murder",ropes,24,Male,TRUE,11:05,5/7/2023,Chintamani I,Sujal
376B,Sexual intercourse by husband upon his wife during separation,,29,Male,FALSE,15:25,7/7/2021,Chintamani I,Parag
510,Misconduct in public by a drunken person,,69,Male,FALSE,21:32,23/7/2023,Chintamani III,Neeraj
415,Cheating,,38,Male,FALSE,16:34,25/7/2022,KK Market,Arya
410,Stolen property,,65,Male,FALSE,1:59,8/9/2023,Swargate,Rohit
300,Murder,knife,64,Male,TRUE,7:19,24/12/2022,Chintamani I,Lakshay
497,Adultery,,38,Male,FALSE,23:10,7/10/2023,Chintamani I,Dheeraj
464,Making a false document,,52,Male,FALSE,11:07,22/2/2020,Chintamani II,Shantanu
425,Mischief,,60,Male,FALSE,13:07,25/11/2021,Chintamani III,Anand
300,Murder,knife,34,Male,TRUE,6:03,20/2/2022,Katraj,Navjot
415,Cheating,,38,Male,FALSE,18:30,24/11/2022,Bibwewadi Gavthan,Soham
463,Forgery,,43,Male,FALSE,11:48,10/12/2023,Mahesh Society,Prasad
326A,Voluntarily causing grievous hurt by use of acid,acid,30,Male,FALSE,22:10,30/8/2023,Khau Gali,Parthiv
378,Theft,,21,Male,TRUE,16:48,21/2/2020,Swargate,Arya
497,Adultery,,48,Male,FALSE,18:19,30/3/2023,Swargate,Ajit
510,Misconduct in public by a drunken person,,56,Male,FALSE,16:14,2/5/2020,Sukhsagar Nagar,Atharva
390,Robbery,knife,58,Male,TRUE,22:53,8/10/2023,City Pride,Abhay
391,Dacoity,,55,Male,FALSE,4:36,30/8/2020,Sukhsagar Nagar,Sachin
391,Dacoity,,70,Male,FALSE,14:49,18/3/2020,Khau Gali,Sameer
354A,Sexual harassment,,19,Female,FALSE,4:24,20/10/2022,Chintamani I,Pooja
463,Forgery,,22,Male,FALSE,3:13,25/12/2022,Chintamani III,Milind
300,Murder,gun,65,Male,TRUE,9:21,2/2/2022,Swargate,Vineet
337,Causing hurt by act endangering life or personal safety of other,gun,53,Male,TRUE,21:44,24/7/2021,Mahesh Society,Mustufa
391,Dacoity,,57,Male,FALSE,18:39,27/11/2023,Swargate,Kailash
354D,Stalking,,19,Female,FALSE,1:53,8/7/2022,Khau Gali,Poonam
354D,Stalking,,32,Female,FALSE,19:36,26/8/2023,Swargate,Aarti
359,Kidnapping,gun,45,Male,TRUE,12:38,2/8/2021,Dolphin Chowk,Om
304A,Causing of death by negligence,,33,Male,FALSE,16:50,16/10/2022,Sukhsagar Nagar,Arya
396,"Dacoity,Murder",ropes,36,Male,TRUE,19:38,18/2/2023,Swargate,Sujal
442,House-trespass,,23,Male,FALSE,15:12,23/11/2023,Bibwewadi Gavthan,Parag
390,Robbery,gun,46,Male,TRUE,6:33,30/10/2021,Chintamani I,Om
396,"Dacoity,Murder",knife,30,Male,TRUE,10:58,28/11/2021,KK Market,Om
415,Cheating,,20,Male,FALSE,18:59,8/5/2020,Bibwewadi Gavthan,Arijit
378,Theft,,70,Male,TRUE,7:48,9/11/2020,Mahesh Society,Neeraj
445,House-breaking,hockey stick,67,Male,TRUE,5:55,17/6/2023,Bibwewadi Gavthan,Sachin
425,Mischief,,41,Male,FALSE,19:15,5/4/2020,Chintamani II,Ajay
300,Murder,gun,40,Male,TRUE,20:09,19/1/2020,Mahesh Society,Virat
410,Stolen property,,25,Male,FALSE,3:44,7/6/2022,Dolphin Chowk,Abhay
510,Misconduct in public by a drunken person,,53,Male,FALSE,9:19,10/1/2021,Swargate,Sujoy
396,"Dacoity,Murder",knife,48,Male,TRUE,5:16,20/3/2020,Chintamani III,Shantanu
383,Extortion,knife,31,Male,TRUE,6:46,15/8/2022,Sukhsagar Nagar,Virat
410,Stolen property,,69,Male,FALSE,14:29,30/10/2023,Shani Mandir,Prasad
376B,Sexual intercourse by husband upon his wife during separation,,74,Male,FALSE,11:24,29/5/2022,Sukhsagar Nagar,Debashish
425,Mischief,,70,Male,FALSE,1:37,19/11/2020,Sukhsagar Nagar,Suresh
354A,Sexual harassment,,64,Female,FALSE,22:54,5/4/2023,Chintamani III,Mona
304B,Dowry death,,33,Female,TRUE,16:35,2/7/2023,Bibwewadi Gavthan,Anita
300,Murder,knife,57,Male,TRUE,3:45,5/4/2022,Dolphin Chowk,Milind
337,Causing hurt by act endangering life or personal safety of other,gun,59,Male,TRUE,19:26,7/10/2020,Chintamani II,Vineet
410,Stolen property,,72,Male,FALSE,15:22,31/8/2021,Sukhsagar Nagar,Anand
359,Kidnapping,ropes,40,Male,TRUE,15:34,28/6/2021,Chintamani II,Sujal
391,Dacoity,,71,Male,FALSE,6:15,9/6/2023,Shani Mandir,Ajit
312,Causing Miscarriage,,22,Female,FALSE,23:30,25/2/2023,Chintamani III,Meena
310,Thug ,ropes,26,Male,TRUE,2:29,5/6/2020,Dolphin Chowk,Lakshay
425,Mischief,,50,Male,FALSE,11:27,6/7/2022,Swargate,Prasad
391,Dacoity,,28,Male,FALSE,20:32,11/4/2021,Sukhsagar Nagar,Om
463,Forgery,,68,Male,FALSE,16:29,2/6/2020,Dolphin Chowk,Dheeraj
445,House-breaking,stones,19,Male,TRUE,10:26,15/6/2021,KK Market,Sujal
510,Misconduct in public by a drunken person,,30,Male,FALSE,13:48,17/5/2020,Khau Gali,Aslam
425,Mischief,,75,Male,FALSE,9:57,14/12/2022,Chintamani I,Mustufa
497,Adultery,,31,Male,FALSE,4:22,5/11/2023,Chintamani III,Abdul
425,Mischief,,39,Male,FALSE,9:41,21/2/2021,Katraj,Virat
463,Forgery,,73,Male,FALSE,19:09,5/6/2023,Sukhsagar Nagar,Debashish
415,Cheating,,53,Male,FALSE,16:04,15/7/2021,Dolphin Chowk,Dheeraj
442,House-trespass,,74,Male,FALSE,5:36,17/5/2020,Chintamani II,Sachin
410,Stolen property,,56,Male,FALSE,19:46,27/7/2022,Khau Gali,Mustufa
304A,Causing of death by negligence,,22,Male,FALSE,6:13,4/9/2020,Chintamani I,Suresh
378,Theft,,58,Male,TRUE,6:35,30/2/2020,KK Market,Atif
464,Making a false document,,42,Male,FALSE,13:00,6/1/2022,Chintamani III,Sujoy
354D,Stalking,,25,Female,FALSE,10:01,27/7/2022,Khau Gali,Sapna
304B,Dowry death,,62,Female,TRUE,12:31,7/1/2021,Chintamani I,Pooja
337,Causing hurt by act endangering life or personal safety of other,knife,55,Male,TRUE,19:53,4/11/2020,Katraj,Prem
391,Dacoity,,25,Male,FALSE,5:13,14/8/2021,Bibwewadi Gavthan,Lakshay
410,Stolen property,,21,Male,FALSE,19:13,28/1/2023,Chintamani I,Riyan
326A,Voluntarily causing grievous hurt by use of acid,acid,69,Male,FALSE,10:39,16/4/2020,Shani Mandir,Ajay
396,"Dacoity,Murder",knife,63,Male,TRUE,8:38,16/3/2022,Chintamani II,Ajay
310,Thug ,gun,27,Male,TRUE,19:16,19/3/2020,Chintamani III,Mahendra
463,Forgery,,55,Male,FALSE,12:33,13/10/2023,Sukhsagar Nagar,Sachin
337,Causing hurt by act endangering life or personal safety of other,gun,52,Male,TRUE,19:19,8/4/2020,Shani Mandir,Sujoy
464,Making a false document,,34,Male,FALSE,2:57,9/11/2021,City Pride,Prasad
337,Causing hurt by act endangering life or personal safety of other,knife,69,Male,TRUE,17:28,19/1/2023,Chintamani III,Parag
390,Robbery,knife,16,Male,TRUE,22:16,6/3/2021,KK Market,
463,Forgery,,28,Male,FALSE,6:48,25/3/2022,Chintamani I,Abdul
298,Uttering words with deliberate intent to wound religious feelings,,58,Male,FALSE,10:07,13/3/2020,City Pride,Rohit
396,"Dacoity,Murder",ropes,43,Male,TRUE,18:46,16/5/2020,Chintamani II,Anand
354D,Stalking,,68,Female,FALSE,3:07,28/6/2023,Mahesh Society,Jyoti
464,Making a false document,,60,Male,FALSE,14:39,28/9/2021,City Pride,Virat
